Категория,Вуз,Адрес,e-mail,Телефон,Сайт
Дизайна,Удмуртский государственный университет,"г. Ижевск, ул. Университетская, 1",rector@udsu.ru; prikom@udsu.ru (ПК),(3412) 68–16–10; (3412) 525–797 (ПК),http://udsu.ru/
Дизайна,Иркутский национальный исследовательский технический университет,"г. Иркутск (Иркутская обл.), ул. Лермонтова, д. 83",cpk@istu.edu,8 800 100 5405 (приемная комиссия),http://www.istu.edu
Дизайна,Национальный исследовательский университет «Высшая школа экономики» — Санкт-Петербург,"г. Санкт-Петербург, ул. Союза Печатников, д. 16",abitur-spb@hse.ru,"(812) 644-59-11 (доб. 212), 644-59-11 (доб. 213), 644-62-12",http://spb.hse.ru/
Дизайна,Московский государственный академический художественный институт им. В.И. Сурикова,"г. Москва, Товарищеский пер., д. 30",mgahi-rektor@rambler.ru,"(499) 763-68-87, 763-68-89, 763-68-72",http://surikov-vuz.com/
Дизайна,Московская государственная художественно-промышленная академия им. С. Г. Строганова,"125080, г. Москва, Волоколамское шоссе, дом 9",info@mghpu.ru,(499) 158-26-05,http://www.mghpu.ru/
Дизайна,Московский архитектурный институт (Государственная академия),"г. Москва, ул. Рождественка, д. 11, корп. 1, стр. 4",ask@markhi.ru,(495) 628-32-59,http://www.marhi.ru
Дизайна,Российская международная академия туризма,"г. Химки (Московская обл.), мкрн Сходня, ул. Горького, д. 7",info@rmat.ru,"(495) 574-01-32 (приемная комиссия), 574-16-97 (очное отделение, аспирантура), 574-00-46 (вечернее,",http://www.rmat.ru
Дизайна,Гуманитарный институт телевидения и радиовещания им. М.А. Литовчина,"г. Москва, Бродников пер., д. 3",mail@gitr.ru,"(495) 721-38-55, (499) 238-55-49, 238-19-75",http://www.gitr.ru
Дизайна,Российский государственный гуманитарный университет,"г. Москва, Миусская пл., д. 6",rsuh@rsuh.ru ; priem@rggu.ru,"(499) 250-61-18, 973-40-16, 973-40-17 (приемная комиссия)",http://www.rsuh.ru
Дизайна,Московский государственный институт культуры,"г. Химки (Московская обл.), Библиотечная ул., д. 7",priemkom@mgik.org,(495) 570-31-66,http://www.mgik.org
Дизайна,Московский городской педагогический университет,"г. Москва, 2-й Сельскохозяйственный пр., д. 4",priem@mgpu.ru,"(499) 181-24-62, приемная комиссия: (499) 181-21-33, 181-21-77","
Сайт
www.mgpu.ru"
Дизайна,Российский университет дружбы народов,"г. Москва, ул. Миклухо-Маклая, д. 6",priem@rudn.ru,"(495) 787-38-27, 433-95-88",http://www.rudn.ru
Дизайна,Государственный университет по землеустройству,"г. Москва, ул. Казакова, д.15",priemvguz@hotmail.com,(499) 261-59-79,http://guz.ru
Дизайна,Национальный исследовательский университет «Высшая школа экономики»,"г. Москва, Мясницкая ул., д. 20",abitur@hse.ru,"(495) 771-32-42 (пр. комиссия), 771-32-32 (справочная)",https://www.ba.hse.ru/
Дизайна,Национальный исследовательский университет «МЭИ»,"г. Москва, ул. Красноказарменная, д. 14",PK@mpei.ru,"(495) 362-77-77, 362-72-31, 362-79-76, 362-71-87 (вых.дн) (подгот. курсы), 362-74-79 (вечер)",http://mpei.ru/
