;Вуз;Адрес;e-mail;Телефон;Сайт;Категории;Url;Url_With_Coordinates;lat;long
268;Кузбасской государственной сельскохозяйственной академии;Кемерово, ул. Марковцева, 5;"ksai@ksai.ru; opdop@ksai.ru (ПК)";"(3842) 73-43-59; (3842) 73-51-35 (ПК)";http://www.ksai.ru/;Аграрные,Архитектурные,Биологические,Гуманитарные,Строительные,Технические,Транспортные;https://www.google.com/maps/search/Кемерово, ул. Марковцева, 5;https://maps.google.com/maps/api/staticmap?center=55.329983%2C86.1736619&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Kqa9TjlsdrQSYf2YRm009DMlS68;55.329983;86.1736619
269;Куйбышевский филиал Новосибирского государственного педагогического университета;г. Куйбышев (Новосибирская обл.), ул. Молодежная, д. 7;priem@kfngpu.ru;(383) 625-16-16;https://kf.nspu.ru/;Педагогические,Психологические;https://www.google.com/maps/search/г. Куйбышев (Новосибирская обл.), ул. Молодежная, д. 7;https://maps.google.com/maps/api/staticmap?center=55.4408905%2C78.300937&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=8svuKXt5qKtB8ccEfckkgRtpIZ4;55.4408905;78.300937
270;Кумертауский институт экономики и права;г. Кумертау (Башкортостан респ.), ул. К. Маркса, д. 28А;kiep-rektor@mail.ru;(34761) 4-03-52, 4-17-58, 4-11-41;http://kiep.ucoz.ru/;Гуманитарные,Экономические;https://www.google.com/maps/search/г. Кумертау (Башкортостан респ.), ул. К. Маркса, д. 28А;https://maps.google.com/maps/api/staticmap?center=52.7567601%2C55.7948869&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=BIoP2qYWPdImkOS4zhpiLATaE1M;52.7567601;55.7948869
271;Кумертауский филиал Оренбургского государственного университета;г. Кумертау (Башкортостан респ.), пер. 2-ой Советский, д. 3б;kfosu@mail.ru;(34761) 2-18-38;http://kf.osu.ru/;Экономические,Строительные,Транспортные;https://www.google.com/maps/search/г. Кумертау (Башкортостан респ.), пер. 2-ой Советский, д. 3б;https://maps.google.com/maps/api/staticmap?center=52.7557266%2C55.7917277&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=3MhFv76a4c75UlcjcGANLEqd1Aw;52.7557266;55.7917277
272;Курганский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ;г. Курган (Курганская обл.), ул. Карла Маркса, д. 147А;pk@kurg.ranepa.ru;(3522) 41-42-70, 42-27-45;http://kurg.ranepa.ru/;Гуманитарные,Экономические,Юридические;https://www.google.com/maps/search/г. Курган (Курганская обл.), ул. Карла Маркса, д. 147А;https://maps.google.com/maps/api/staticmap?center=55.450622%2C65.368232&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=RoEiKxcTyiKJ3JkKXfcwKL9o_1w;55.450622;65.368232
273;Курский филиал Финансового университета при Правительстве Российской Федерации;г. Курск (Курская обл.), ул. Ломоносова, д. 3;kursk@fa.ru;(4712) 51-37-81;http://www.fa.ru/fil/kursk/about/Pages/default.aspx;Гуманитарные,Информационные,Экономические;https://www.google.com/maps/search/г. Курск (Курская обл.), ул. Ломоносова, д. 3;https://maps.google.com/maps/api/staticmap?center=51.724239%2C36.175102&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=t9Po0lAlwG5mMx01xs1ewb8gsWM;51.724239;36.175102
274;Ленинградский государственный университет имени А. С. Пушкина;г. Пушкин (г. Санкт-Петербург), Петербургское шоссе, д. 10;;(812) 465-66-99, 451-94-42, 451-94-44 (приемная комиссия);http://lengu.ru/;Архитектурные,Биологические,Вузы культуры,Гуманитарные,Дизайна,Информационные,Географические,Экономические,Медицинские,Педагогические,Сервиса,Строительные,Психологические,Юридические;https://www.google.com/maps/search/г. Пушкин (г. Санкт-Петербург), Петербургское шоссе, д. 10;https://maps.google.com/maps/api/staticmap?center=59.7350202%2C30.3950871&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=VxyFYx8Ob8627tQJ6_f4GUfbLwI;59.7350202;30.3950871
275;Лесосибирский педагогический институт Сибирского федерального университета;г. Лесосибирск (Красноярский край), ул. Победы, д. 42;lpikrgu@wood.krasnet.ru;(39145) 6-11-80;http://www.les-sfu.ru;Информационные,Педагогические,Спортивные,Психологические;https://www.google.com/maps/search/г. Лесосибирск (Красноярский край), ул. Победы, д. 42;https://maps.google.com/maps/api/staticmap?center=58.1830613%2C92.5313648&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=LUsyo4JMLI7Tm33SUGE49acKFJc;58.1830613;92.5313648
276;"Липецкий казачий институт технологий и управления (филиал) ФГБОУ ВО ""Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)""";Липецк, ул. Краснознаменная, влд. 4;lipetsk@mgutm.ru;(4742) 73-16-36;http://mgutu48.ru;Экономические,Технические,Пищевые;https://www.google.com/maps/search/Липецк, ул. Краснознаменная, влд. 4;https://maps.google.com/maps/api/staticmap?center=52.5427894%2C39.5691937&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=sSzXN_nzmHcaHe3z2a6gBOYv2HQ;52.5427894;39.5691937
277;Липецкий филиал Российской академии народного хозяйства и государственной службы при Президенте РФ;г. Липецк (Липецкая обл.), Интернациональная ул., д. 3;lfags_priem_2015@mail.ru;(474) 227-99-06, 227-99-10, 227-99-12;http://lip.ranepa.ru/;Гуманитарные,Экономические,Юридические;https://www.google.com/maps/search/г. Липецк (Липецкая обл.), Интернациональная ул., д. 3;https://maps.google.com/maps/api/staticmap?center=52.611672%2C39.5997939&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Tgjo03NnGA1x0SHzdBy07f6OLtE;52.611672;39.5997939
278;Липецкий филиал Финансового университета при Правительстве Российской Федерации;г. Липецк (Липецкая обл.), ул. Интернациональная, д. 12б;pkom.lipetsk@fa.ru;(4742) 27-09-62, 27-31-09, 27-13-70;http://www.fa.ru/fil/lipetsk/about/Pages/default.aspx;Гуманитарные,Информационные,Экономические;https://www.google.com/maps/search/г. Липецк (Липецкая обл.), ул. Интернациональная, д. 12б;https://maps.google.com/maps/api/staticmap?center=52.611899%2C39.601943&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=V_pUAjXxyZIQuD5fraEVhmgtE_Q;52.611899;39.601943
279;Литературный институт имени А.М. Горького;г. Москва, Тверской б-р, д. 25;priem@litinstitut.ru;(495) 694-07-29, ( 694-06-61 (приемная ректора);http://litinstitut.ru/;Гуманитарные;https://www.google.com/maps/search/г. Москва, Тверской б-р, д. 25;https://maps.google.com/maps/api/staticmap?center=55.762615%2C37.6021809&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=phLg8g9FZcOoWrZiNrikQdjBepg;55.762615;37.6021809
